name,country_codes,countries
CAPITAL VENTURES MARKETING CORP.,EST,Estonia
AZAR TRADE LTD.,LVA,Latvia
OIL TRANS SERVICE LTD.,LVA,Latvia
LEBORA HOLDINGS LTD.,LVA,Latvia
BALTIC METALLURGICAL UNION LTD.,LVA,Latvia
CAMBERT MARKETING LTD.,LVA,Latvia
ZOLTER PROPERTIES LTD.,LVA,Latvia
BUSINESS UNITED SERVICES INC.,EST,Estonia
AE TRAVEL LTD.,LVA,Latvia
CAMBERTOWN INDUSTRIES LTD.,LVA,Latvia
ASTORA INVESTMENTS LTD.,LVA,Latvia
VENCHY ASSOCIATES LTD.,LVA,Latvia
BRADNOCK MARKETING LTD.,LVA,Latvia
PERCY COMMERCIAL LTD.,LVA,Latvia
DEGMAR INVEST LTD.,LVA,Latvia
GETRANOX  CONSULTANCY LTD.,LVA,Latvia
GETREX INVESTMENTS LTD.,LVA,Latvia
FRANKLER GROUP LTD.,LVA,Latvia
JERMIGAN PARTNERS LTD.,LVA,Latvia
SORINTO INTERNATIONAL LTD.,LVA,Latvia
SVARO INVEST LTD.,LVA,Latvia
LAMARAY SERVICES INC.,LVA,Latvia
LEASING INVEST AG INC.,EST,Estonia
SIBUR TYRE LTD.,LVA,Latvia
OTS INDUSTRIES STAR LTD.,LVA,Latvia
VORDANO GROUP LTD.,LVA,Latvia
AVISTON GROUP LTD.,LVA,Latvia
SORBY PLUS LTD.,LVA,Latvia
TRANS ALLIANCE LTD.,LVA,Latvia
CRODET ALLIANCE LTD.,LVA,Latvia
DIMCO GROUP LTD.,LVA,Latvia
OCEAN VIEW PROJECTS LTD.,EST,Estonia
ROSEHILL PACIFIC CORP.,EST,Estonia
TRANSWORLD PROFESSIONAL INVESTMENTS LIMITED,EST,Estonia
WAGRAMER INVESTMENT CAPITAL INC.,EST,Estonia
VALIRTA PROPERTIES LTD.,LVA,Latvia
INOSMART DEVELOPMENT LTD.,LVA,Latvia
FESTLEY MARKETS INC.,LVA,Latvia
FORDMILL ADVISORY LTD.,LVA,Latvia
CARPEL UNIVERSAL LTD.,LVA,Latvia
Baltic Reefers Group Ltd.,EST,Estonia
DONBERG SOLUTIONS LTD.,LVA,Latvia
BALITO SOLUTIONS LTD.,LVA,Latvia
HOCKERILL PROJECTS LTD.,LVA,Latvia
CANWICK HOLDINGS LTD.,LVA,Latvia
CRODENIA LTD.,LVA,Latvia
NEWFIELD INDUSTRIAL CORP.,EST,Estonia
GETRON ASSOCIATES INC.,LVA,Latvia
JESTEX CORPORATION,LVA,Latvia
KRANT PARTNERS LTD.,LVA,Latvia
GROVENOR PROPERTIES LTD.,LVA,Latvia
RENOX INVESTMENTS LTD.,LVA,Latvia
LIONA  ASSOCIATES LTD.,LVA,Latvia
EDITECH GROUP LTD.,LVA,Latvia
HILLSBROOK TRADE INC.,LVA,Latvia
LERNACO SOLUTIONS LTD.,LVA,Latvia
ASTARTEX TRADE INC.,LVA,Latvia
DAMATON SERVICES LTD.,LVA,Latvia
ELMSTONE OPERATIONS LTD.,LVA,Latvia
VETTOR PROJECTS LTD.,LVA,Latvia
TORY INVEST INC.,LVA,Latvia
URBAN INVESTING GROUP LTD.,LVA,Latvia
TANYARD TRADING LIMITED,LVA,Latvia
LASEROPTICAL GROUP INC.,EST,Estonia
CANWELL SERVICES LTD.,LVA,Latvia
BENTCLIFFE CONSULTANCY LTD.,LVA,Latvia
PORTBURY DIRECT LTD.,LVA,Latvia
ODEN ASSETS LTD.,LVA,Latvia
MISTORA COMMERCIAL LTD.,LVA,Latvia
SENTOX GROUP LTD.,LVA,Latvia
JARVIS SYSTEMS INC.,LVA,Latvia
PINTOX GROUP LTD.,LVA,Latvia
EVRO-SOYUZ LTD.,LVA,Latvia
BELLONA MANAGEMENT INC.,LVA,Latvia
DIARA COMPANY LTD.,LVA,Latvia
UNIRA COMPANY LTD.,LVA,Latvia
KEENOS HOLDING LTD.,LVA,Latvia
TEHORA CORPORATION,LVA,Latvia
TANWELL INTERGROUP LTD.,LVA,Latvia
IMEKO ADVISORY LTD.,LVA,Latvia
BANDON UNIVERSAL LTD.,LVA,Latvia
LENZER INTERINVEST LTD.,LVA,Latvia
ALDERA PLUS LTD.,LVA,Latvia
ST MARGO FINANCE LIMITED,LVA,Latvia
GATEKOR SOLUTIONS LTD.,LVA,Latvia
KANTEX UNIVERSAL LTD.,LVA,Latvia
SUNBEAM ESTATES CORP.,EST,Estonia
TRAFALGAR INDUSTRIES LTD.,EST,Estonia
Trade & Consult Groups Ltd.,EST,Estonia
BENADOR HOLDINGS LTD.,LVA,Latvia
MERANN UNIVERSAL LTD.,LVA,Latvia
ONDA ASSOCIATES INC.,LVA,Latvia
GAROUN INVEST LTD.,LVA,Latvia
LANCOST SUPPLY LTD.,LVA,Latvia
FALKOR ENGINEERING LTD.,LVA,Latvia
WINMEN ASSOCIATES LTD.,LVA,Latvia
LEWISTON SOLUTIONS INC.,LVA,Latvia
GLADGORN LIMITED,LVA,Latvia
GREPTOX SERVICES LTD.,LVA,Latvia
FUTURUS SERVICES LTD.,LVA,Latvia
ELEFORT PREMIER LIMITED,LVA,Latvia
ALMETRA ALLIANCE INC.,LVA,Latvia
BEVERON INVEST LTD.,LVA,Latvia
BENTANE INTERGROUP LTD.,LVA,Latvia
ELIORA ADVISORY LTD.,LVA,Latvia
DERON SYSTEMS INC.,LVA,Latvia
DEMARY UNITED LTD.,LVA,Latvia
LECTRA INTERNATIONAL LTD.,LVA,Latvia
NIPETROL COMPANY LIMITED,EST,Estonia
UNITH INTERNATIONAL LTD.,EST,Estonia
DEXEL INTERINVEST LTD.,LVA,Latvia
PURE LINE MANAGEMENT INC.,LVA,Latvia
MARCONA PLUS LTD.,LVA,Latvia
ORSON CONSULTANCY LTD.,LVA,Latvia
CHERITON MANAGEMENT LTD.,LVA,Latvia
GLAX PROJECTS INC.,LVA,Latvia
SWASH GATES CORP.,EST,Estonia
GRANTER GLOBAL CORP.,LVA,Latvia
BRANDIE COMMERCE LTD.,LVA,Latvia
LONDER TRADE LTD.,LVA,Latvia
NETEX SOLUTIONS INC.,LVA,Latvia
DELNOR ADVISORY LIMITED,LVA,Latvia
GARVEY SYSTEMS LTD.,LVA,Latvia
INNISTON COMPANY LIMITED,EST,Estonia
PONSTER INVEST LTD.,LVA,Latvia
Optis Develor Ltd.,LVA,Latvia
SYTEN UNITED LTD.,LVA,Latvia
ROMEN ALLIANCE INC.,LVA,Latvia
FERNO TRADE INC.,LVA,Latvia
CrossLines Ltd.,LVA,Latvia
ROCKGROVE PROPERTIES LTD.,LVA,Latvia
FEDELO CONSULT LTD.,LVA,Latvia
NEORA CORPORATION,LVA,Latvia
SALVIA PLUS LTD.,LVA,Latvia
BERTEC PROPERTIES LTD.,LVA,Latvia
TRANSMILL INTERNATIONAL GROUP LTD.,LVA,Latvia
WILFORM CONSULTANCY LTD.,LVA,Latvia
Blueberry Global Associates Ltd.,EST,Estonia
MAKSTON DIRECT LTD.,LVA,Latvia
FRENMART GLOBAL LTD.,LVA,Latvia
CANEY ADVISORY LTD.,LVA,Latvia
G-FORCE MOTORSPORT LTD.,LVA,Latvia
ACAMDEX CAPITAL LTD.,LVA,Latvia
MEDONTA SERVICES LTD.,LVA,Latvia
DORTFORD PROJECTS LTD.,LVA,Latvia
FARANTA INVEST LTD.,LVA,Latvia
Jebson Group Ltd,EST,Estonia
ELVINTO ALLIANCE INC.,LVA,Latvia
AROMTEX SOLUTIONS INC.,LVA,Latvia
TORN CONSULTANCY LTD.,LVA,Latvia
Adventus M Shipping Corp.,EST,Estonia
MONOCA ESTATES DEVELOPMENT CORP.,EST,Estonia
BELISSIMON CONSULTANTS LIMITED,EST,Estonia
ZILAX UNIVERSAL LTD.,LVA,Latvia
WINSTAR INTERINVEST LTD.,LVA,Latvia
Hadley estates Ltd,EST,Estonia
TRILINE PROJECTS LTD.,LVA,Latvia
ATRIANA PLUS LTD.,LVA,Latvia
ATRIMAX CONSULT LTD.,LVA,Latvia
SANTON UNIVERSAL LIMITED,LVA,Latvia
LASTER MEDICAL SYSTEMS LTD.,LVA,Latvia
MAINGLAM CONSULT LTD.,LVA,Latvia
GLAMORY RESOURCES LTD.,LVA,Latvia
RANDERS MANAGEMENT LTD.,LVA,Latvia
WINSLOW ASSOCIATES INC.,LVA,Latvia
LEROCK ADVISORY LTD.,LVA,Latvia
STARDY SERVICES LIMITED,EST,Estonia
STELLA GROUP LTD.,LVA,Latvia
FORVATOR PROJECTS INC.,LVA,Latvia
STORNHOUSE INDUSTRIES LTD.,LVA,Latvia
ORAGON ALLIANCE LTD.,LVA,Latvia
GLENTOP INTERGROUP CORP.,LVA,Latvia
TORRONT HOLDINGS LIMITED,LVA,Latvia
ALORT HOLDINGS LIMITED,LVA,Latvia
WALDOR CAPITAL INC.,LVA,Latvia
TETLIN CONSULTANCY LTD.,LVA,Latvia
ALBON PROPERTY LTD.,LVA,Latvia
GERALDO HOLDING LIMITED,LVA,Latvia
ADIAN HOLDING GROUP LTD.,LVA,Latvia
LADEN SERVICES LTD.,LVA,Latvia
EASTLAND GLOBAL COMMUNICATIONS INC.,EST,Estonia
AUTUMN TRADING INC.,EST,Estonia
MAKOS MARKETS LTD.,LVA,Latvia
DELLCOVE TRADE LTD.,LVA,Latvia
ELINT COMMERCIAL LTD.,LVA,Latvia
LEVENSON GLOBAL LIMITED,EST,Estonia
WESTPOLA ASSOCIATES LTD.,LVA,Latvia
JERTOX COMPANY LTD.,LVA,Latvia
MARWALL ASSOCIATES LTD.,LVA,Latvia
BLOOMINGDALE MARKETING CORPORATION,EST,Estonia
GLOBAL BUNKERING LTD.,EST,Estonia
PANKURAMA VENTURES CORP.,EST,Estonia
ROSA PORTFOLIO LIMITED,EST,Estonia
COALITE MARKETING LTD.,EST,Estonia
WILLOWFERN MANAGEMENT LTD.,LVA,Latvia
METON OVERSEAS LTD.,LVA,Latvia
AKIRA TECHNOLOGY LTD.,LVA,Latvia
ADONIA PROJECTS LTD,LVA,Latvia
UNICOURT SERVICES LTD.,LVA,Latvia
DEXON CONSULTANCY LTD.,LVA,Latvia
DUVALL OVERSEAS SERVICES LTD.,LVA,Latvia
RANDEX ADVISORY LTD.,LVA,Latvia
ABOTEK COMMERCE LTD.,LVA,Latvia
CRATON GROUP LTD.,LVA,Latvia
HALVERSTON RESOURCES MANAGEMENT LTD.,EST,Estonia
Merrifield Assets Ltd,EST,Estonia
LANDERS MANAGEMENT LTD.,LVA,Latvia
VESTOR CONSULTANCY LTD.,LVA,Latvia
AVESTON PLUS LTD.,LVA,Latvia
SONREN MANAGEMENT INC.,LVA,Latvia
LENVIRA GROUP LTD.,LVA,Latvia
MERRETT TRADING LTD.,LVA,Latvia
SUNRIDGE CONSULTANCY LTD.,EST,Estonia
NORBITON ASSETS LTD.,LVA,Latvia
RETPORT CONSULTANCY LTD.,LVA,Latvia
VERRIER MARKETING INC.,LVA,Latvia
AIRGROUND INTERNATIONAL LTD.,LVA,Latvia
RIXSEN UNIVERSAL LTD.,LVA,Latvia
HILTOK ASSETS LTD.,LVA,Latvia
DESTRON UNIVERSAL LTD.,LVA,Latvia
LAPLAINE MANAGEMENT LIMITED,EST,Estonia
STROMDALE ENTERPRISES LTD.,LVA,Latvia
ADORTA SYSTEMS LTD.,LVA,Latvia
FA basics Ltd.,EST,Estonia
CHAMOIS FRENCH MARINA INC.,EST,Estonia
VAUGHN INDUSTRIAL SERVICES INC.,EST,Estonia
GYDAN CAPITAL CORPORATION,EST,Estonia
ROSLYN EQUITIES LIMITED,EST,Estonia
STARTEN SERVICES LTD.,LVA,Latvia
LONDERVILLE TRADE LTD.,LVA,Latvia
RATHWELL PROPERTIES LTD.,LVA,Latvia
LANDOS CAPITAL LTD.,LVA,Latvia
SOMERCO ASSETS LTD.,EST,Estonia
GOLDPRIDE CAPITAL INC.,LVA,Latvia
HOLLYFIELD CONSULTANCY LTD.,LVA,Latvia
NERTON INTERNATIONAL LTD.,LVA,Latvia
ENSTER CAPITAL LTD.,LVA,Latvia
ZERIAN PLUS LTD.,LVA,Latvia
ZILGOR INTERNATIONAL LTD.,LVA,Latvia
ZILLAN SERVICES LTD.,LVA,Latvia
ZIKRON ASSETS LTD.,LVA,Latvia
HAMMOND DEVELOPMENT LTD.,EST,Estonia
BERENICO PROJECTS LTD.,LVA,Latvia
LONDER MANAGEMENT LTD.,LVA,Latvia
INTERSIGMA PLUS LTD.,LVA,Latvia
DORTWEST MANAGEMENT LTD.,LVA,Latvia
INVESTMENT JOURNEYS S.A.,EST,Estonia
GOLDIN CONSULTANTS INCORPORATED,EST,Estonia
SARENOR TRADE LTD.,LVA,Latvia
HUNTLESS LOGISTIC INC.,EST,Estonia
GRADLOCK COMMERCIAL LTD.,LVA,Latvia
AVRO TRADE LTD.,LVA,Latvia
WOODGLEN SALES LTD.,LVA,Latvia
BORTEN PROJECTS LTD.,LVA,Latvia
KORNAX SOLUTIONS LTD.,LVA,Latvia
LONCROFT CONSULTANCY LTD.,LVA,Latvia
LONDEX INTERNATIONAL LTD.,LVA,Latvia
ROLTER SERVICES LTD.,LVA,Latvia
BERDALE TRADING LTD.,LVA,Latvia
MARINE ELECTRONIC LIMITED,LVA,Latvia
EVERLY HOLDINGS LTD.,LVA,Latvia
TILLCROFT VENTURES LTD.,LVA,Latvia
HORT GROUP LIMITED,LVA,Latvia
INTERSTELLAR SYSTEMS CORP.,EST,Estonia
WARRELL ASSOCIATES LTD.,LVA,Latvia
MONTE VISTA INTERNATIONAL INVESTMENTS LTD.,LVA,Latvia
AGOT TRADE LTD.,LVA,Latvia
DEVESON INTERINVEST LTD.,LVA,Latvia
VECTOR ASSETS LTD.,LVA,Latvia
RESCON ASSOCIATES LTD.,LVA,Latvia
AMBERCOURT INVEST LTD.,LVA,Latvia
UNION LINK SOLUTIONS LTD.,LVA,Latvia
KEYWARE ASSETS LTD.,LVA,Latvia
VY PromGroup Ltd.,LVA,Latvia
CROSSLAND PROJECTS LTD.,LVA,Latvia
FROMAY INTERNATIONAL LTD.,LVA,Latvia
SAREON PLUS LTD.,LVA,Latvia
FRENSHAR SOLUTIONS INC.,LVA,Latvia
MOUNTAIN BLUE ASSOCIATES LTD.,EST,Estonia
PROSERVICECOM LTD. [Admiral Markets Ltd.,EST,Estonia
Ringville Holdings Ltd,EST,Estonia
Ayrton Business Ltd,EST,Estonia
WARTON INVESTS LTD.,EST,Estonia
BEST HOUSE MANAGEMENT LIMITED,EST,Estonia
CORONELLA GROUP INC.,LVA,Latvia
WOODERSON ASSETS LTD.,LVA,Latvia
RONBURG CONSULTANCY LTD.,LVA,Latvia
JV GACIS-GROUP AUTO CIS LTD.,LVA,Latvia
FORLINK CAPITAL LTD.,LVA,Latvia
UPPM INTERNATIONAL LIMITED,LVA,Latvia
ALTEX CAPITAL LTD.,LVA,Latvia
PALADIUM TRADING GROUP LTD.,LVA,Latvia
COLIN UNIVERSAL INC.,LVA,Latvia
HARMON PREMIER LTD.,LVA,Latvia
CARMELOX ADVISORY LTD.,LVA,Latvia
RAYEN INVEST GROUP LTD.,EST,Estonia
LARGIN GROUP LTD.,LVA,Latvia
WILLENGALE SOLUTIONS LTD.,LVA,Latvia
ARTIOS INTERNATIONAL LTD.,LVA,Latvia
TOO Terminalex Ltd.,LVA,Latvia
JBS FAF LTD.,LVA,Latvia
VERKON PREMIER LTD.,LVA,Latvia
GREAT ARACEL LTD.,LVA,Latvia
STOKES TECHNOLOGY DEVELOPMENT INC.,EST,Estonia
Somerco Worldwide Corp.,EST,Estonia
Rochdale Development Group S.A.,EST,Estonia
Visioneer Management Ltd,EST,Estonia
Leywood Capital Ltd,EST,Estonia
GREAT INITIAL LIMITED,EST,Estonia
SALNOR INTERNATIONAL LTD.,LVA,Latvia
KENTISH COMMERCIAL LTD.,EST,Estonia
RENTORS PLUS LTD.,LVA,Latvia
RONANSON BUSINESS LIMITED,EST,Estonia
LENFORD GLOBAL INC.,EST,Estonia
KINGSCREST FINANCE LIMITED,EST,Estonia
MASTERTON MANAGEMENT LTD.,LVA,Latvia
ROTER INTER LTD.,LVA,Latvia
VIMAX SERVICES LTD.,LVA,Latvia
PORHOV SHIPPING LTD.,EST,Estonia
BRIDGEWELL TECHNOLOGY INC.,LVA,Latvia
DOWLIS SYSTEMS LTD.,LVA,Latvia
HILLTOWN INTERROUP LTD.,LVA,Latvia
ALMIONA CONSULTANCY LTD.,LVA,Latvia
MEADBRIDGE GLOBAL LTD.,LVA,Latvia
DISTAR EQUITIES CORP.,EST,Estonia
VICARA SYSTEMS LTD.,LVA,Latvia
MANTECK TECHNOLOGY INC.,LVA,Latvia
VIO INTEK SERVICES INC.,EST,Estonia
MAX SERVICE LINK INC.,EST,Estonia
MARSHDALE ASSETS LTD.,LVA,Latvia
ROPAR INVEST GROUP LTD.,EST,Estonia
GREEN FIELD OIL COMPANY LTD.,LVA,Latvia
REDONDO SOLUTIONS LTD.,LVA,Latvia
TREMANE OVERSEAS LTD.,LVA,Latvia
CANERT PROPERTIES LTD.,LVA,Latvia
STAR EAST INTERNATIONAL LTD.,LVA,Latvia
WORLDSPIRIT GROUP INC.,LVA,Latvia
ELMARTON SOLUTIONS LTD.,LVA,Latvia
GEROTA UNIVERSAL LTD.,LVA,Latvia
CARLETON MANAGEMENT GROUP LTD.,LVA,Latvia
ASIA TRANSGROUP LTD.,LVA,Latvia
CANEX VENTURES LTD.,LVA,Latvia
MARPAC HOLDINGS LTD.,LVA,Latvia
HOGAN CONSULTANTS LTD.,LVA,Latvia
ATREX SOLUTIONS LTD.,LVA,Latvia
MONUMENT PROJECT LTD.,LVA,Latvia
ALGERA ADVISORY LTD.,LVA,Latvia
TRANDEX MANAGEMENT SERVICES LTD.,LVA,Latvia
WHITEBROOK SALES LTD.,LVA,Latvia
Darton Investments Ltd,EST,Estonia
BRITTEN MANAGEMENT LTD.,LVA,Latvia
CASTERWAL INVEST LTD.,LVA,Latvia
MORANA HOLDINGS BUSINESS LTD.,EST,Estonia
SOUTHBOUND DEVELOPMENTS LTD.,LVA,Latvia
WINTERS CONSULT LTD.,LVA,Latvia
NEOTRADE INTERNATIONAL ASSETS LTD.,LVA,Latvia
ZILIAN INTERGROUP LTD.,LVA,Latvia
ZILENT MANAGEMENT LTD.,LVA,Latvia
KAMERTON SALES LTD.,LVA,Latvia
CEDARLAKE ALLIANCE LTD.,LVA,Latvia
ARTINVILLE SYSTEMS LTD.,LVA,Latvia
DAVELIN PLUS LTD.,LVA,Latvia
EMELITA SYSTEMS LTD.,LVA,Latvia
STRAFORD OPERATIONS LTD.,LVA,Latvia
KEYES COMMERCIAL LTD.,LVA,Latvia
EGERTON GLOBAL LTD.,LVA,Latvia
CANDEO UNIVERSAL LTD.,LVA,Latvia
STARTEL PROJECTS LTD.,LVA,Latvia
LONDERSTON ASSETS LTD.,LVA,Latvia
Comstar Management Ltd.,LVA,Latvia
MITLOR ASSOCIATES LTD.,LVA,Latvia
CAUSTON INTERNATIONAL LTD.,LVA,Latvia
MEADLINK PLUS LTD.,LVA,Latvia
BLENDORA SERVICES LTD.,LVA,Latvia
DEURO ASSOCIATES LTD.,LVA,Latvia
QUADRA RESOURCES LIMITED,EST,Estonia
DESON PLUS LTD.,LVA,Latvia
Teknologi Besparelser Ltd.,EST,Estonia
MIXON INTERTRADE LTD.,LVA,Latvia
LONDECOR SOLUTIONS LTD.,LVA,Latvia
LEMMER PREMIER LTD.,LVA,Latvia
TELHART BUSINESS SERVICES LTD.,LVA,Latvia
EMERWOOD VENTURES LTD.,LVA,Latvia
BORLAND INTERNATIONAL MARKETS LIMITED,LVA,Latvia
Strategic Team Investment Ltd.,EST,Estonia
BECMEAD SOLUTIONS LTD.,LVA,Latvia
Format Systems Group Ltd.,EST,Estonia
CARLEN INTERGROUP LTD.,LVA,Latvia
BRADCOM UNITED LTD.,LVA,Latvia
FLORYS INTERINVEST LTD,LVA,Latvia
BENT CONSULT LTD.,LVA,Latvia
NERTOL PROJECTS LTD.,LVA,Latvia
ESSON PROJECTS INC.,LVA,Latvia
FRENT INTERNATIONAL CORP.,LVA,Latvia
ELDRED CAPITAL LTD.,LVA,Latvia
GENCELL INTERNATIONAL CORP.,LVA,Latvia
TOPSTILL SERVICES LTD.,LVA,Latvia
Kenobi International Ltd,EST,Estonia
ANALORIA INVESTMENTS LTD.,LVA,Latvia
BACKLEN INDUSTRIES LTD.,LVA,Latvia
CONBEX MANAGEMENT LTD.,LVA,Latvia
DYLORD HOLDINGS LTD.,LVA,Latvia
KORTREX ASSOCIATES LTD.,LVA,Latvia
TOPSAN PLUS LTD.,LVA,Latvia
Mixom Group Ltd.,EST,Estonia
UPTON ASSOCIATES LTD.,LVA,Latvia
RAINHAM SOLUTIONS INC.,LVA,Latvia
GENTILLE ASSOCIATES LTD.,EST,Estonia
COLLAMER INDUSTRIES S.A.,EST,Estonia
MYTILENE CONSULTANTS LTD,EST,Estonia
Besparelser Fond Ltd.,EST,Estonia
G&K TRADING GROUP LTD.,LVA,Latvia
TABACCO MIDDLE EAST LTD.,LVA,Latvia
CRADWAY HOLDINGS INC.,LVA,Latvia
HAYES RESOURCES LTD.,LVA,Latvia
HEARN ASSOCIATES LTD.,LVA,Latvia
SERENO ASSETS LTD.,LVA,Latvia
FOBEL VENTURES LTD.,LVA,Latvia
PERSONAL ADVISER LTD.,LVA,Latvia
SYBORN UNIVERSAL LTD.,LVA,Latvia
GERLAND INTERNATIONAL SERVICES INC.,EST,Estonia
Rodgale International Limited,EST,Estonia
WHITESTONE GLOBAL RESOURCES LTD.,EST,Estonia
LORENO HOLDINGS LTD.,EST,Estonia
LAREN ADVISORY LTD.,LVA,Latvia
WORTHON MANAGEMENT LTD.,EST,Estonia
TRILITE SOLUTIONS LTD.,LVA,Latvia
Plaats Fond Ltd.,EST,Estonia
VARNSTAN PLUS LTD.,LVA,Latvia
LEMGOLD PARTICIPATION LTD.,LVA,Latvia
ARNLEM GROUP LTD.,LVA,Latvia
Central Consultancy Ltd.,EST,Estonia
DALAN FINANCE ASSETS LIMITED,EST,Estonia
StarMetHolding Ltd.,LVA,Latvia
FOXGOLD ADVISORY LTD.,LVA,Latvia
MEXONY GLOBAL CORP.,LVA,Latvia
LODERS PROJECTS LTD.,LVA,Latvia
Seaval Technologies Limited,EST,Estonia
LOKTON SALES LTD.,LVA,Latvia
WHITEHAWK SALES LTD.,LVA,Latvia
Azov Cable Company Ltd.,EST,Estonia
Mereway Enterprises Ltd,EST,Estonia
Couton Commerce Ltd,EST,Estonia
ABERLAY CONSULT LTD.,LVA,Latvia
PORTLANSE GROUP CORP.,LVA,Latvia
Lyman International Group Ltd.,EST,Estonia
REYWOOD RESOURCES LTD.,LVA,Latvia
OPM SHIPPING LTD.,LVA,Latvia
BRIANT CAPITAL LTD.,LVA,Latvia
MAKINS ALLIANCE LTD.,LVA,Latvia
ERGON INVEST LTD.,LVA,Latvia
BEDDINGTON TRADING LTD.,LVA,Latvia
HARTWAY PROJECTS LTD.,LVA,Latvia
Feresa Ltd.,EST,Estonia
Stenella Trading Ltd.,EST,Estonia
TS 3000 VENTURE GROUP LTD.,LVA,Latvia
HARTWARD PROJECTS LTD.,LVA,Latvia
Waypoint Assets Ltd.,EST,Estonia
VESPERA TRADING LTD.,LVA,Latvia
DYNEVOR SOLUTIONS LTD.,LVA,Latvia
VILDO GLOBAL LTD.,LVA,Latvia
ARTION ENTERPRISES LTD.,LVA,Latvia
Transenergy Trade Ltd.,EST,Estonia
TAKANIKA TRADE INC.,LVA,Latvia
EMERTUS HOLDINGS LTD.,LVA,Latvia
MEDVEL ASSOCIATES LTD.,LVA,Latvia
TINVALE RESOURCES LTD.,LVA,Latvia
SIMON COMMERCIAL LTD.,LVA,Latvia
TRADEL CONSULTING LTD.,LVA,Latvia
RETLEX SALES LTD.,LVA,Latvia
MAROW PLUS LTD.,LVA,Latvia
UNIGLOBE BUSINESS SOLUTIONS LTD.,LVA,Latvia
WILLDON CONSULT LTD.,LVA,Latvia
HARTVIN VENTURES LTD.,LVA,Latvia
Buzz Global Investments Ltd.,EST,Estonia
Nord Stream Holdings Ltd.,EST,Estonia
VERLENT SERVICES LTD.,LVA,Latvia
ATRIL INTERGROUP LTD.,LVA,Latvia
ROMULUS COMMERCIAL LIMITED,EST,Estonia
MELD INTERNATIONAL LTD.,LVA,Latvia
CEDARLANE ASSETS LTD.,LVA,Latvia
WILLDON ADVISORY LTD.,LVA,Latvia
TILSTONE COMMUNICATIONS LTD.,LVA,Latvia
VERLANDER GROUP INC.,LVA,Latvia
Trans Com Group Ltd.,LVA,Latvia
VERMAS ASSETS LTD.,LVA,Latvia
VELTON CAPITAL INC.,LVA,Latvia
VELTMAN UNIVERSAL LTD.,LVA,Latvia
Orcinus International Ltd.,EST,Estonia
TILOX INTERHOLD LTD.,LVA,Latvia
SYMMOR LTD.,EST,Estonia
ARMATA GLOBAL INC.,EST,Estonia
FERDAN PLUS LTD.,LVA,Latvia
WILLEM TRADING LTD.,LVA,Latvia
HAPLIN CONSULT LTD.,LVA,Latvia
INTERNATIONAL GAS & OIL TRADING LTD.,LVA,Latvia
EXCROFT ENTERPRISES INC.,LVA,Latvia
TREZER GROUP LTD.,LVA,Latvia
NBB - Group Company Limited,EST,Estonia
Lortex Group Ltd.,EST,Estonia
LONBRIDGE CAPITAL  LTD.,LVA,Latvia
HARBERRY HOLDINGS LTD.,LVA,Latvia
Aquila Assets S.A.,EST,Estonia
ANKP Group S.A,EST,Estonia
HOSTER INTERNATIONAL LTD.,LVA,Latvia
BUNDER INDUSTRIES LTD.,LVA,Latvia
BERENTA INTERINVEST LTD.,LVA,Latvia
DISCON TRADING LIMITED,EST,Estonia
CONTINUOUS OIL PRODUCTS LTD.,LVA,Latvia
TELHAM ENTERPRISES LTD.,LVA,Latvia
TAPINGTON SOLUTIONS LIMITED,EST,Estonia
ETERNA VENTURES LIMITED,EST,Estonia
Natton Limited,LVA,Latvia
ALTEA VENTURES LIMITED,EST,Estonia
INFOSTAR SOLUTIONS INC.,LVA,Latvia
REYTECH SERVICES LTD.,LVA,Latvia
REYSON DEVELOPMENTS LTD.,LVA,Latvia
GENCO SERVICES LTD.,LVA,Latvia
Sallador Group Ltd.,EST,Estonia
ROPASO DEVELOPMENT LIMITED,EST,Estonia
TRENARY SALES LTD.,LVA,Latvia
ROSEVILLE MANAGEMENT SERVICES LTD.,LVA,Latvia
ARTIS ASSOCIATES DEVELOPMENT LTD.,LVA,Latvia
VERLEX ASSOCIATES LTD.,LVA,Latvia
VERLING ADVISORY LTD.,LVA,Latvia
RENTONA UNIVERSAL LTD.,LVA,Latvia
ENCO DEVELOPMENT LTD.,EST,Estonia
SARENS PROJECTS LTD.,LVA,Latvia
TMSat LTD.,EST,Estonia
Mattius Trading Ltd.,EST,Estonia
ANTES DISTRIBUTION LTD.,LVA,Latvia
Strong Properties Limited,EST,Estonia
AMIGO CAPITAL MANAGEMENT LTD.,EST,Estonia
BRETEX INTERINVEST LTD.,LVA,Latvia
POLARTA UNIVERSAL INC.,LVA,Latvia
WILLEC MANAGEMENT LTD.,LVA,Latvia
HARTVEX GLOBAL LTD.,LVA,Latvia
PARK ESTATE HOLDINGS LTD.,LVA,Latvia
CAVELL CAPITAL LTD.,LVA,Latvia
RIATA SERVICES LTD.,LVA,Latvia
CREWING RS LTD.,LVA,Latvia
HORMAN PROJECTS LTD.,LVA,Latvia
TOLTEN INTERGROUP LTD.,LVA,Latvia
Falconball Estates Limited,EST,Estonia
Graysky Properties Inc.,EST,Estonia
ARELLO MOBILE LTD.,LVA,Latvia
GIOMAX SOLUTIONS LTD.,LVA,Latvia
CARTER GLOBAL GROUP LTD.,LVA,Latvia
ABERAN ADVISORY LTD.,LVA,Latvia
